time_in_shelter_days,age_upon_outcome_(years),age_upon_outcome_(days)
0.76,6,2190
6.86,6,2190
5.43,4,1460
3.58,6,2190
46.99,7,2555
0.13,4,1460
8.79,9,3285
23.08,7,2555
182.1,7,2555
37.02,7,2555
6.11,6,2190
8.86,6,2190
5.85,5,1825
6.11,6,2190
170.9,7,2555
0.74,7,2555
9.09,8,2920
0.78,5,1825
118.99,6,2190
0.08,5,1825
4.25,12,4380
1.16,12,4380
4.01,12,4380
0.86,5,1825
533.83,9,3285
3.15,7,2555
3.04,15,5475
9.08,3,1095
10.39,9,3285
5.43,4,1460
10.16,7,2555
5.19,7,2555
5.81,5,1825
1.04,6,2190
9.68,6,2190
5.08,5,1825
26.04,3,1095
13.02,8,2920
1.24,4,1460
0.24,13,4745
6.05,4,1460
0.18,7,2555
0.03,5,1825
9.04,9,3285
6.78,4,1460
9.9,7,2555
12.08,8,2920
8.83,5,1825
0.11,7,2555
3.94,5,1825
4.07,8,2920
6.92,6,2190
28.1,4,1460
2.14,3,1095
3.89,6,2190
89.01,6,2190
4.04,5,1825
0.3,12,4380
43.04,5,1825
5.83,7,2555
0.51,5,1825
6.11,5,1825
0.12,4,1460
8.96,5,1825
0.15,9,3285
135.08,7,2555
8.96,5,1825
66.92,3,1095
2.05,8,2920
1.99,7,2555
4.19,11,4015
10.97,5,1825
4.14,5,1825
0.55,8,2920
0.46,7,2555
173.9,8,2920
3.82,5,1825
1.05,4,1460
14.14,6,2190
10.18,5,1825
2.09,6,2190
2.9,5,1825
1.89,11,4015
0.22,5,1825
7.05,14,5110
0.02,7,2555
0.2,6,2190
0.09,6,2190
0.07,6,2190
0.05,5,1825
4.94,7,2555
0.36,12,4380
4,6,2190
1.98,5,1825
0.18,5,1825
2.03,6,2190
1.2,5,1825
0.82,9,3285
1.12,6,2190
0.17,6,2190
3.31,6,2190
3.05,5,1825
1.06,5,1825
2,5,1825
5.85,5,1825
0.97,7,2555
1.14,2,730
8.03,6,2190
54.11,9,3285
1.1,5,1825
0.23,5,1825
12.16,5,1825
2.23,3,1095
0.88,6,2190
155.94,8,2920
71.11,9,3285
5.92,3,1095
2.18,4,1460
4.01,7,2555
4.15,3,1095
41.72,6,2190
4.23,5,1825
0.97,2,730
8.16,9,3285
5.21,9,3285
0.74,7,2555
3.22,6,2190
2.11,3,1095
15.94,3,1095
5.53,6,2190
121.21,4,1460
12.21,4,1460
9.91,6,2190
14.02,6,2190
2.86,7,2555
0.05,9,3285
0.99,8,2920
1.03,8,2920
0.67,7,2555
2.05,5,1825
0.29,4,1460
0.1,5,1825
2.08,7,2555
2.1,7,2555
0.82,7,2555
25.18,7,2555
57.91,5,1825
195,5,1825
4,4,1460
5.02,5,1825
1.25,5,1825
18.88,2,730
90.21,2,730
9.09,4,1460
17.33,7,2555
92.21,6,2190
13.42,5,1825
10.11,3,1095
176.14,7,2555
0.88,12,4380
0.98,11,4015
23.95,3,1095
0.98,4,1460
1.67,3,1095
4.9,4,1460
214.13,3,1095
1.96,7,2555
8.24,4,1460
3.96,12,4380
7.89,8,2920
5.9,2,730
4.2,4,1460
9.21,4,1460
0.73,4,1460
38.21,4,1460
304.29,8,2920
139,5,1825
8.07,8,2920
14.13,4,1460
3.88,6,2190
167.11,6,2190
71.9,5,1825
22.79,4,1460
5.09,5,1825
0.71,4,1460
0.02,10,3650
10.34,10,3650
1.08,4,1460
5.9,9,3285
9.13,5,1825
119.12,7,2555
59.21,5,1825
0.18,5,1825
16.04,3,1095
0.07,7,2555
2.93,5,1825
7.93,8,2920
1.03,5,1825
1.02,5,1825
5.06,7,2555
7.44,6,2190
2.86,6,2190
6.1,7,2555
0.48,10,3650
2.11,4,1460
10.08,2,730
0.06,6,2190
1.11,7,2555
0.09,4,1460
19.02,6,2190
6.88,4,1460
33.11,4,1460
13.09,3,1095
3.11,8,2920
51.93,8,2920
2.18,5,1825
5.01,4,1460
0.92,5,1825
0.19,4,1460
11.27,12,4380
3.07,12,4380
4.85,11,4015
13.89,6,2190
13.06,7,2555
8.95,8,2920
1.21,4,1460
5.99,5,1825
0.13,6,2190
1.04,7,2555
5.9,7,2555
1.15,7,2555
0.07,4,1460
0.04,7,2555
1.1,1,365
1.91,11,4015
1.15,7,2555
0.67,4,1460
0.09,8,2920
0.22,7,2555
88.8,9,3285
1.99,3,1095
0.81,14,5110
164.87,4,1460
0.64,4,1460
9.93,8,2920
143.12,7,2555
8.18,6,2190
3.79,4,1460
1.1,4,1460
35.14,4,1460
2.03,3,1095
8.85,7,2555
23.09,4,1460
4.33,6,2190
12.35,7,2555
0.08,5,1825
5.99,4,1460
0.92,9,3285
0.09,7,2555
1,7,2555
0.81,6,2190
0.75,3,1095
7.87,5,1825
8.75,4,1460
58,5,1825
0.84,6,2190
342.22,6,2190
8.01,5,1825
0.95,3,1095
0.01,4,1460
11.11,5,1825
5.78,2,730
0.83,10,3650
0.19,7,2555
11.18,4,1460
1.14,7,2555
2.07,6,2190
0.2,7,2555
71.13,7,2555
1.19,6,2190
7.27,7,2555
9.21,5,1825
0.14,4,1460
5.24,5,1825
0.72,8,2920
0.06,7,2555
19.38,8,2920
9.83,4,1460
125.67,7,2555
0.69,3,1095
4.06,3,1095
0.08,3,1095
27.1,6,2190
11.95,4,1460
903.97,5,1825
12.81,6,2190
29.98,8,2920
0.04,4,1460
8.81,5,1825
9.12,6,2190
19,3,1095
22.09,3,1095
10.06,6,2190
104.96,6,2190
20.2,5,1825
3.19,5,1825
25.45,4,1460
1.96,5,1825
1.07,4,1460
4.35,6,2190
1.94,5,1825
1.85,4,1460
5.03,7,2555
25.11,9,3285
550.77,6,2190
316.75,4,1460
3.93,3,1095
10.55,6,2190
20.37,9,3285
0.11,6,2190
1.03,6,2190
9.01,7,2555
0.05,3,1095
4.06,3,1095
20.84,3,1095
0.09,7,2555
7.01,4,1460
147.09,3,1095
0.24,6,2190
1.44,6,2190
0.98,4,1460
10.87,9,3285
29.22,5,1825
0.1,5,1825
0.22,3,1095
3.13,3,1095
37.94,8,2920
37.4,7,2555
80.16,2,730
0.77,6,2190
11.97,4,1460
6.92,4,1460
3.07,3,1095
7.9,4,1460
0.22,7,2555
14.26,4,1460
7.81,6,2190
9.08,9,3285
10.98,6,2190
22.98,7,2555
6.86,3,1095
115.99,6,2190
5.34,7,2555
0.33,8,2920
0.74,8,2920
10.93,5,1825
31.05,6,2190
46.04,4,1460
0.08,13,4745
3.04,3,1095
2.7,2,730
3.96,5,1825
1.1,4,1460
0.12,3,1095
78.25,6,2190
3.96,5,1825
0.05,2,730
1.1,6,2190
0.46,4,1460
10.6,6,2190
44.09,8,2920
0.43,7,2555
1.35,4,1460
0.17,3,1095
0.84,8,2920
1.18,8,2920
3.12,6,2190
1.89,6,2190
13.23,5,1825
5.04,8,2920
4.82,3,1095
0.78,5,1825
17.04,4,1460
5.14,10,3650
578.84,7,2555
316.96,6,2190
2.98,6,2190
2.98,9,3285
29.75,7,2555
133.29,3,1095
0.17,7,2555
3.03,8,2920
91.91,6,2190
11.11,2,730
65.07,2,730
158.94,3,1095
11.93,4,1460
11.33,4,1460
0.92,8,2920
5.02,5,1825
57.89,8,2920
83.93,6,2190
20.86,4,1460
7.77,3,1095
0.85,3,1095
10.26,6,2190
18.96,4,1460
0.08,11,4015
10.47,4,1460
10.77,4,1460
11.11,4,1460
10.95,4,1460
49.87,6,2190
24.03,5,1825
1.5,4,1460
4.11,4,1460
95.13,4,1460
24.68,3,1095
8.99,4,1460
10.01,7,2555
4.06,7,2555
98.93,6,2190
1.22,7,2555
4.98,4,1460
388.01,8,2920
43.05,8,2920
1.1,5,1825
1.87,4,1460
12.15,3,1095
0.91,5,1825
8.09,4,1460
0.9,6,2190
8.1,5,1825
0.16,2,730
0.31,4,1460
3.74,4,1460
6.51,8,2920
9.23,11,4015
8.06,11,4015
8.29,9,3285
9.23,9,3285
9.23,7,2555
9.3,7,2555
9.3,7,2555
8.29,7,2555
9.23,7,2555
8.29,7,2555
3.23,3,1095
123.5,6,2190
1.23,4,1460
0.21,6,2190
4.07,3,1095
0.41,13,4745
25.09,4,1460
1.22,4,1460
0.24,3,1095
1.99,7,2555
83.94,9,3285
56.13,5,1825
2.36,5,1825
4.6,9,3285
2.71,5,1825
0.08,7,2555
1.05,6,2190
1.1,4,1460
29.15,8,2920
138.17,7,2555
114.95,5,1825
5.33,5,1825
1.09,8,2920
3.88,8,2920
6.01,8,2920
3.99,10,3650
94.16,7,2555
2.18,6,2190
3.6,3,1095
0.71,2,730
108.55,8,2920
20.98,8,2920
14.91,7,2555
10.2,7,2555
0.88,7,2555
46.01,6,2190
9.48,4,1460
0.17,8,2920
0.19,6,2190
8.1,8,2920
1.08,6,2190
2.25,3,1095
0.72,8,2920
0.29,5,1825
1.08,10,3650
1.72,4,1460
0.06,7,2555
1.13,15,5475
8.07,4,1460
1.35,6,2190
0.22,5,1825
3.91,7,2555
4.18,5,1825
29.05,4,1460
105.05,4,1460
5.93,6,2190
2.03,4,1460
5.12,5,1825
4.23,9,3285
0.19,8,2920
3.8,6,2190
3.97,4,1460
0.19,2,730
3.99,3,1095
0.94,2,730
3.85,3,1095
1.01,3,1095
0.57,7,2555
5.1,4,1460
16.14,3,1095
0.2,4,1460
0.2,4,1460
22.15,5,1825
4.97,6,2190
9.1,5,1825
1.78,6,2190
0.13,6,2190
5.18,11,4015
53.18,3,1095
50.17,6,2190
0.94,2,730
0.74,7,2555
0.25,5,1825
4.81,6,2190
2.13,3,1095
0.06,7,2555
2.86,4,1460
1.06,4,1460
0.2,7,2555
167.85,5,1825
38.03,6,2190
0.86,3,1095
11.11,15,5475
6.27,3,1095
1.18,2,730
62.72,3,1095
52.93,3,1095
1.01,3,1095
4.03,3,1095
0.24,5,1825
1.08,5,1825
129.46,5,1825
10.24,4,1460
0.12,6,2190
3.96,3,1095
11.23,2,730
6.35,8,2920
0.11,4,1460
14.08,6,2190
0.15,3,1095
9.07,10,3650
5.18,6,2190
0.11,4,1460
11.79,4,1460
0.99,6,2190
9.66,6,2190
42.14,5,1825
1.3,5,1825
0.04,7,2555
0.04,7,2555
0.05,6,2190
0.02,5,1825
1.19,5,1825
6.94,4,1460
9,7,2555
12.43,3,1095
331.82,5,1825
8.13,5,1825
0.14,10,3650
0.07,11,4015
1.02,3,1095
1.19,5,1825
13.13,5,1825
101.04,2,730
0.87,8,2920
16.02,2,730
0.26,2,730
1.06,5,1825
11.75,6,2190
5.98,4,1460
11.75,6,2190
5.98,4,1460
9.32,2,730
34.03,9,3285
6.2,5,1825
0.01,8,2920
5.98,9,3285
11.75,13,4745
5.98,11,4015
7.15,5,1825
0.18,10,3650
1.47,5,1825
0.04,4,1460
0.25,6,2190
1.13,3,1095
9.17,6,2190
7.69,9,3285
1.4,6,2190
27.11,11,4015
66.98,7,2555
41.96,8,2920
99.01,12,4380
86.06,9,3285
7.16,2,730
15.02,9,3285
9,4,1460
5.87,5,1825
9.09,3,1095
9.09,9,3285
10.74,4,1460
11.95,2,730
7.15,4,1460
20.95,5,1825
1.02,2,730
7.88,4,1460
12,7,2555
12.19,4,1460
8.69,3,1095
2.27,6,2190
4.57,14,5110
0.05,4,1460
0.17,3,1095
0.11,5,1825
0.05,3,1095
0.61,3,1095
0.07,5,1825
19.1,4,1460
1.98,4,1460
9.06,4,1460
0.24,4,1460
3.96,6,2190
0.75,6,2190
2.02,7,2555
3.21,7,2555
0.06,6,2190
0.71,6,2190
1.01,6,2190
1.8,2,730
0.14,5,1825
0.06,4,1460
4.3,2,730
0.04,6,2190
6.14,2,730
36.91,6,2190
7.48,3,1095
4.07,2,730
9.08,6,2190
19.16,8,2920
0.12,4,1460
10.06,4,1460
0.15,7,2555
0.08,7,2555
0.08,5,1825
0.16,4,1460
0.26,4,1460
0.15,3,1095
0.3,3,1095
0.2,3,1095
0.83,4,1460
2.76,3,1095
1.08,4,1460
0.19,3,1095
1.82,6,2190
0.06,5,1825
6.31,7,2555
28.96,4,1460
3.11,4,1460
2.14,3,1095
5.89,3,1095
0.15,7,2555
1.04,1,365
0.02,5,1825
0.22,2,730
1.18,5,1825
18.29,10,3650
0.57,5,1825
5.99,3,1095
9.87,3,1095
5.74,3,1095
1.76,4,1460
26.13,4,1460
6.88,13,4745
4.01,6,2190
4.89,3,1095
11.14,7,2555
1.23,5,1825
5.28,6,2190
20.74,10,3650
0.04,9,3285
7.32,5,1825
18.09,5,1825
66.01,6,2190
1.05,3,1095
0.03,6,2190
1.1,3,1095
39.07,3,1095
7.98,6,2190
23.13,4,1460
0.72,3,1095
0.06,2,730
1.1,5,1825
0.1,2,730
0.09,12,4380
4.18,5,1825
10.03,2,730
8.95,4,1460
0.75,5,1825
29.76,3,1095
6.23,5,1825
0.02,10,3650
1.39,4,1460
5.04,3,1095
1.09,13,4745
2.86,7,2555
3.95,9,3285
5.2,2,730
0.77,7,2555
352.03,6,2190
17.02,4,1460
4.96,4,1460
0.92,12,4380
12.18,5,1825
9.87,5,1825
4.91,5,1825
12.02,4,1460
9.26,6,2190
3.91,9,3285
17.89,4,1460
0.27,3,1095
6.1,3,1095
0.99,3,1095
4.26,3,1095
0.94,0.739726027,270
2.41,6,2190
2.88,6,2190
19.23,6,2190
3.13,5,1825
8.01,3,1095
0.22,10,3650
0.03,2,730
2.1,2,730
73.19,2,730
2.09,2,730
5.1,8,2920
0.15,12,4380
2.83,2,730
5.25,8,2920
81.11,6,2190
8.24,3,1095
21.45,6,2190
114.78,8,2920
6.28,15,5475
0.23,3,1095
11.1,5,1825
10.44,10,3650
1.26,3,1095
1.11,3,1095
0.07,6,2190
6.82,3,1095
1.77,3,1095
24.06,3,1095
41.21,5,1825
3.94,5,1825
0.17,8,2920
10.02,2,730
1.04,8,2920
0.19,2,730
2.09,6,2190
7.19,6,2190
6.71,8,2920
5.23,9,3285
4.9,6,2190
137.88,4,1460
0.22,4,1460
9.97,6,2190
0.07,3,1095
0.07,4,1460
0.16,2,730
18.03,12,4380
76.03,6,2190
7.9,4,1460
53.21,2,730
3.88,3,1095
0.15,6,2190
34.88,3,1095
0.18,5,1825
0.14,8,2920
4.14,7,2555
12.74,9,3285
10.23,8,2920
101.25,5,1825
4.1,4,1460
0.98,4,1460
2.3,6,2190
2.3,6,2190
29.22,2,730
29.22,3,1095
9.23,5,1825
9.04,8,2920
1.13,3,1095
113.01,7,2555
56.14,6,2190
16.93,3,1095
0.19,6,2190
0.04,5,1825
9.07,5,1825
142.07,4,1460
0.32,4,1460
2.03,5,1825
12.15,4,1460
16.08,2,730
11.19,4,1460
312.19,6,2190
9.23,11,4015
18.08,10,3650
30.88,10,3650
20.73,9,3285
42.03,9,3285
26.03,9,3285
2.96,8,2920
9.96,1,365
12.03,6,2190
4.24,5,1825
0.04,5,1825
0.07,9,3285
4,7,2555
11.05,9,3285
1.05,7,2555
9.22,5,1825
4.16,6,2190
6.85,4,1460
0.21,4,1460
0.17,4,1460
0.19,3,1095
76.11,6,2190
3.94,2,730
1.88,4,1460
301.24,5,1825
4.24,4,1460
16.18,3,1095
2.18,9,3285
73.98,5,1825
11.04,5,1825
2.93,6,2190
96.87,3,1095
116.07,2,730
51.85,8,2920
4.24,5,1825
0.9,6,2190
1.89,3,1095
87.65,5,1825
67.74,2,730
10.06,2,730
1.79,2,730
5.88,2,730
3.77,2,730
0.07,5,1825
0.04,3,1095
18.4,4,1460
63.24,5,1825
1.08,5,1825
5.97,4,1460
22.78,5,1825
11.09,4,1460
2.62,6,2190
10.97,7,2555
10.82,6,2190
69,4,1460
11.14,5,1825
8.23,5,1825
1.04,9,3285
2.62,9,3285
2.14,9,3285
2.91,5,1825
0.29,3,1095
1.21,3,1095
0.11,3,1095
0.04,3,1095
0.21,2,730
19.2,14,5110
0.04,10,3650
12.97,2,730
18.03,2,730
9.88,4,1460
3.09,8,2920
0.85,6,2190
1.02,6,2190
2.05,6,2190
3.29,6,2190
4.71,5,1825
2.03,5,1825
83.02,5,1825
19.83,6,2190
7.01,3,1095
1.26,10,3650
22.56,5,1825
6.27,5,1825
18.34,3,1095
0.22,8,2920
2.11,7,2555
2,1,365
17.08,5,1825
37.16,2,730
0.28,3,1095
7.12,1,365
8.98,2,730
212.11,5,1825
10.88,4,1460
5.17,3,1095
10.82,3,1095
10.85,9,3285
7.91,6,2190
8.9,3,1095
8.04,4,1460
29.23,3,1095
175.85,7,2555
239.78,6,2190
0.11,5,1825
0.14,5,1825
11.9,2,730
4.18,4,1460
7.46,3,1095
5.1,7,2555
18.27,3,1095
12.01,3,1095
7.95,3,1095
5.08,3,1095
9.86,3,1095
0.09,13,4745
1.1,4,1460
0.24,4,1460
6.06,12,4380
0.18,8,2920
8.56,3,1095
5.01,1,365
5.01,1,365
0.95,6,2190
17.84,3,1095
0.03,2,730
36.94,5,1825
5.83,4,1460
2.09,4,1460
14.78,7,2555
1.05,2,730
2.09,7,2555
6.98,6,2190
5.11,1,365
2.97,7,2555
1.93,4,1460
1.03,6,2190
1.19,3,1095
0.43,14,5110
12.33,3,1095
2.56,6,2190
0.05,6,2190
39.16,7,2555
0.09,4,1460
4.34,4,1460
0.03,8,2920
6.95,3,1095
10.17,2,730
87.13,1,365
49.24,1,365
0.04,8,2920
229.1,6,2190
9.28,5,1825
197.78,8,2920
130.33,5,1825
1.05,7,2555
7.74,5,1825
153.19,4,1460
14.12,3,1095
6.85,2,730
113.81,2,730
14.28,2,730
10.12,7,2555
4.87,4,1460
8.13,11,4015
2.1,3,1095
0.02,3,1095
6.04,2,730
1.04,2,730
2.03,2,730
0.08,2,730
4.07,1,365
80.32,6,2190
247.21,5,1825
2.64,5,1825
4.05,11,4015
0.03,6,2190
0.13,7,2555
0.78,4,1460
1.2,3,1095
19.06,2,730
10.85,5,1825
6.84,9,3285
1.03,7,2555
2.19,1,365
6.38,5,1825
2.18,4,1460
0.07,9,3285
13.16,7,2555
3.08,4,1460
0.17,4,1460
3.11,5,1825
1.97,2,730
0.78,4,1460
99.51,5,1825
0.3,9,3285
2.29,10,3650
0.61,9,3285
6.82,6,2190
34,5,1825
0.96,4,1460
322.83,5,1825
0.76,3,1095
1.11,2,730
1.11,2,730
8.85,2,730
4.92,3,1095
15.99,2,730
143.1,3,1095
0.07,5,1825
3.99,2,730
2.99,12,4380
63.07,7,2555
1.18,7,2555
1.94,9,3285
11.74,4,1460
16.11,5,1825
3.13,7,2555
102.94,8,2920
1.22,9,3285
0.53,8,2920
10.12,8,2920
5.82,8,2920
10.76,7,2555
0.12,6,2190
4.93,5,1825
85.08,4,1460
33.02,2,730
0.83,2,730
2.82,1,365
3.05,2,730
0.05,2,730
25.74,5,1825
242.19,3,1095
162.77,3,1095
6.04,1,365
1.95,1,365
0.12,8,2920
0.02,8,2920
6.1,5,1825
2.88,6,2190
6.12,2,730
9.97,5,1825
18.91,1,365
4.02,4,1460
16.15,3,1095
9.09,8,2920
1.04,5,1825
7.78,4,1460
3.97,7,2555
89.02,5,1825
8.33,3,1095
3.97,4,1460
6.21,3,1095
4.03,3,1095
8.16,5,1825
4.94,1,365
10.02,8,2920
92.94,2,730
4.91,5,1825
0.07,5,1825
0.92,4,1460
1.08,2,730
29.87,3,1095
6.99,10,3650
0.63,7,2555
17.18,6,2190
18.26,7,2555
84.06,5,1825
39.14,4,1460
30.73,4,1460
0.11,11,4015
0.87,5,1825
0.29,4,1460
0.06,8,2920
2,4,1460
7.97,2,730
0.08,15,5475
54.69,3,1095
5.15,5,1825
4.03,2,730
0.17,10,3650
17.71,7,2555
9.81,7,2555
5.33,7,2555
23.96,4,1460
52.03,4,1460
6.95,4,1460
7.87,2,730
2.01,2,730
16.96,2,730
57.06,2,730
140.06,5,1825
17.02,4,1460
3,4,1460
0.28,4,1460
0.02,3,1095
4.26,8,2920
1.09,6,2190
8.26,9,3285
1.26,6,2190
0.17,5,1825
14.95,3,1095
0.98,7,2555
0.01,7,2555
6.77,8,2920
35.24,10,3650
3.09,10,3650
9.85,1,365
7.75,4,1460
14.86,1,365
19.99,8,2920
8.95,13,4745
7.13,6,2190
1,5,1825
3.75,5,1825
0.98,4,1460
9.86,8,2920
0.05,5,1825
11.77,5,1825
143.91,4,1460
0.79,9,3285
18.14,2,730
2.19,4,1460
3.07,5,1825
5.3,1,365
8.8,4,1460
12.23,4,1460
5.25,3,1095
1.01,3,1095
9.78,6,2190
6.1,2,730
87.24,2,730
0.05,4,1460
0.05,3,1095
1.32,3,1095
2.09,3,1095
1255.05,4,1460
11.52,4,1460
38.17,7,2555
72.24,4,1460
1.74,6,2190
8.96,7,2555
41.23,5,1825
0.74,1,365
7.93,7,2555
4.18,5,1825
1.66,8,2920
34.97,4,1460
0.77,2,730
4.91,2,730
10.17,5,1825
9.9,9,3285
13.21,9,3285
1.05,8,2920
8.98,8,2920
2,5,1825
24.97,6,2190
76.98,6,2190
1.09,7,2555
1.04,7,2555
15.04,7,2555
0.55,6,2190
2.99,2,730
4.9,2,730
0.69,8,2920
3.85,6,2190
3.16,3,1095
17.13,4,1460
1.1,2,730
8.02,3,1095
4.04,7,2555
6.3,7,2555
3.19,7,2555
4.76,2,730
33.73,2,730
0.81,3,1095
2,1,365
2.97,4,1460
153.1,3,1095
1.07,4,1460
12.07,4,1460
4.9,7,2555
0.03,2,730
4.8,5,1825
12.07,8,2920
7.96,8,2920
3.02,7,2555
2.02,6,2190
0.9,10,3650
297,5,1825
0.14,3,1095
0.91,2,730
0.1,1,365
0.05,5,1825
0.31,4,1460
206.89,8,2920
47.12,3,1095
10.01,3,1095
1.09,4,1460
4.87,3,1095
0.06,3,1095
52.09,2,730
0.06,3,1095
52.09,2,730
1.05,3,1095
4.91,2,730
2.71,5,1825
100.19,4,1460
4.03,3,1095
1.9,3,1095
7.96,7,2555
1.13,13,4745
0.28,3,1095
7.09,8,2920
1.81,8,2920
9.26,4,1460
1.19,9,3285
0.13,3,1095
9.01,8,2920
4.94,4,1460
1.25,5,1825
2.29,5,1825
6.02,2,730
5.15,7,2555
4.78,1,365
1.13,9,3285
0.06,10,3650
4.09,1,365
1.06,2,730
0.79,1,365
1.04,1,365
0.25,7,2555
12.81,8,2920
0.25,6,2190
3.87,4,1460
1.27,2,730
7,9,3285
10.95,4,1460
0.12,2,730
0.94,7,2555
0.76,10,3650
0.76,3,1095
10.86,1,365
4.95,5,1825
11.96,4,1460
14.85,3,1095
0.06,4,1460
6.02,4,1460
0.85,3,1095
2.87,4,1460
0.71,4,1460
8.24,1,365
12.29,7,2555
5.27,6,2190
61.25,2,730
7.83,2,730
0.91,5,1825
6.12,3,1095
2.94,2,730
5.02,1,365
1.05,4,1460
0.24,2,730
26.07,1,365
8.49,6,2190
60.42,8,2920
0.14,8,2920
2.56,2,730
3.77,4,1460
0.91,8,2920
1,1,365
44.87,7,2555
0.04,2,730
2.14,6,2190
2.58,4,1460
44.56,4,1460
6.14,3,1095
0.17,4,1460
4.18,4,1460
6.91,9,3285
8.98,4,1460
7.19,3,1095
1.28,4,1460
0.12,2,730
26.9,4,1460
38.76,4,1460
50.71,2,730
165.25,2,730
10.18,2,730
9.14,2,730
41.05,4,1460
4.06,5,1825
0.71,2,730
14.05,5,1825
20.73,5,1825
0.22,2,730
405.15,6,2190
12.95,5,1825
9.98,5,1825
8.14,3,1095
15.13,4,1460
9.97,2,730
0.69,11,4015
130.11,11,4015
6.14,4,1460
2.01,6,2190
0.75,3,1095
59.76,8,2920
3.8,3,1095
32.28,8,2920
1.79,1,365
0.21,3,1095
1.22,6,2190
0.93,2,730
0.03,1,365
7.81,1,365
7.68,1,365
7.89,4,1460
128.05,2,730
11.21,1,365
0.02,3,1095
0.03,4,1460
20.9,3,1095
10.81,3,1095
20.22,4,1460
1.88,3,1095
46.19,6,2190
5.72,3,1095
0.1,10,3650
32.42,13,4745
194.79,10,3650
0.87,8,2920
1.15,7,2555
0.04,9,3285
6.12,7,2555
11.11,11,4015
4.02,6,2190
173.04,5,1825
11.21,9,3285
1.02,4,1460
0.24,6,2190
0.23,7,2555
9.29,10,3650
202.09,5,1825
0.11,3,1095
0.14,14,5110
0.16,13,4745
1.23,4,1460
11.01,4,1460
0.08,4,1460
1.11,5,1825
2.03,3,1095
7.37,10,3650
5.81,5,1825
8.33,11,4015
184.12,4,1460
0.83,9,3285
3.14,7,2555
12,5,1825
6.1,4,1460
18.07,7,2555
8.2,5,1825
10.78,2,730
1.27,4,1460
0.15,5,1825
0.15,5,1825
0.18,4,1460
0.09,3,1095
9.94,1,365
30.14,4,1460
110.04,3,1095
1.23,14,5110
9.81,4,1460
1.87,4,1460
0.83,4,1460
0.09,3,1095
15.11,4,1460
18.06,5,1825
9.04,4,1460
8.87,4,1460
3.99,4,1460
19.16,2,730
3.91,2,730
0.18,2,730
4.22,4,1460
7.93,2,730
1.92,3,1095
25.95,3,1095
0.07,5,1825
0.11,5,1825
3.81,1,365
3.96,2,730
12.88,3,1095
14.92,7,2555
22.21,2,730
5.63,3,1095
6.81,2,730
8.77,4,1460
0.02,1,365
15.93,1,365
124,3,1095
0.83,10,3650
78.87,6,2190
2.96,5,1825
0.71,7,2555
0.9,4,1460
8.86,4,1460
1.09,1,365
13.81,2,730
28.92,2,730
5.12,1,365
5.19,8,2920
0.83,2,730
3.06,14,5110
0.31,5,1825
6.98,2,730
31.36,4,1460
9.89,4,1460
2.16,4,1460
0.89,3,1095
7.11,4,1460
0.02,3,1095
0.96,2,730
72.14,4,1460
22.17,4,1460
8.88,4,1460
1.08,2,730
26.93,3,1095
0.93,10,3650
10.93,6,2190
0.14,2,730
3.31,4,1460
17.14,3,1095
6.49,7,2555
0.07,8,2920
47.24,2,730
0.38,6,2190
0.03,3,1095
8.22,2,730
8.04,3,1095
6.32,3,1095
0.23,5,1825
0.11,4,1460
0.07,4,1460
5.11,7,2555
0.83,2,730
56.73,6,2190
0.03,5,1825
6.2,5,1825
0.31,4,1460
0.03,4,1460
11.59,4,1460
0.02,4,1460
37.14,3,1095
9.15,6,2190
0.76,5,1825
23.03,1,365
0.04,4,1460
0.01,1,365
5.85,9,3285
0,3,1095
0,3,1095
14.9,6,2190
0.13,7,2555
0.12,5,1825
0.68,2,730
2.93,8,2920
0.14,7,2555
4.01,8,2920
7.81,5,1825
9.89,2,730
5.07,3,1095
9.05,2,730
6.83,8,2920
220.79,2,730
173.05,4,1460
34.23,4,1460
0.11,10,3650
0.92,4,1460
2.87,10,3650
43.99,3,1095
2.08,6,2190
8.94,1,365
12.78,3,1095
0.24,5,1825
0.24,5,1825
0.89,15,5475
3.01,12,4380
7.98,6,2190
2.21,5,1825
16.04,3,1095
26.03,3,1095
31.87,5,1825
0.13,4,1460
4.16,3,1095
19.07,2,730
3.12,2,730
8.99,5,1825
10.63,3,1095
0.09,3,1095
0.11,3,1095
6.81,2,730
2.15,6,2190
1.01,9,3285
7.69,3,1095
5.97,9,3285
2.21,2,730
3.81,9,3285
20.95,3,1095
15.21,5,1825
24.03,2,730
25.1,1,365
56.89,1,365
4.58,12,4380
5.12,4,1460
0.24,4,1460
0.13,3,1095
0.15,4,1460
3.37,3,1095
8.94,5,1825
11.14,2,730
4.98,2,730
167.21,8,2920
2.18,7,2555
0.29,7,2555
2,6,2190
0.15,2,730
2,7,2555
181.05,3,1095
0.03,4,1460
0.04,4,1460
73.26,3,1095
18.79,2,730
5.13,3,1095
2.03,2,730
0.05,6,2190
112.96,3,1095
7.94,1,365
3.19,5,1825
2.95,7,2555
0.83,1,365
30.11,1,365
50.79,1,365
10.28,6,2190
0.06,8,2920
2.81,3,1095
2.2,7,2555
17.03,4,1460
7.87,7,2555
22.02,12,4380
0.14,5,1825
2.29,5,1825
3.92,6,2190
8.01,5,1825
0.25,6,2190
13.05,4,1460
0.1,3,1095
0.53,2,730
0.2,3,1095
9.08,6,2190
1,3,1095
